,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,Exited,Retirement,EstimatedSalary / Age,CreditScore / Age,NumOfProducts / Tenure,EstimatedSalary / CreditScore,EstimatedSalary / Balance,EstimatedSalary / Tenure,EstimatedSalary / NumOfProducts,CreditScore / Tenure
10,3,2.0,6.0,102016.72,2.0,0.0,0.0,80181.12,0.0,0.0,1.0,0,0.0,0.06252443724395668,0.16044796893424207,0.15306122448979584,-0.02867322383525517,-1.0791247816200202e-05,-0.2659523269767322,40090.56,-0.35742244154872466
11,2,1.0,3.0,0.0,2.0,1.0,0.0,76390.01,0.0,1.0,1.0,0,0.0,0.3061956803275947,0.7456624171661324,1.0714285714285712,-0.0166824075811308,1.7737555787413348,0.12599987152398484,38195.005,0.16458234220886783
12,2,2.0,10.0,0.0,2.0,1.0,0.0,26260.98,0.0,0.0,0.0,0,0.0,-0.6786286682034959,-0.32227371121608483,-0.29220779220779214,-0.6573805343344832,0.6097538666762947,-0.7309316626936839,13130.49,-0.7012367248722065
13,3,1.0,5.0,0.0,2.0,0.0,0.0,190857.79,0.0,0.0,0.0,0,0.0,2.1248131762235936,0.9449220525487526,0.35714285714285704,1.2444249615146468,4.431710298716654,0.7779048768371756,95428.895,-0.185584729265684
14,4,2.0,7.0,0.0,2.0,1.0,1.0,65951.65,0.0,1.0,0.0,0,0.0,-0.22434098291406807,0.33725028643610966,0.0,-0.340772407240126,1.5313756860693395,-0.4305930511098023,32975.825,-0.3152267366436669
15,4,3.0,3.0,143129.41,2.0,0.0,1.0,64327.26,1.0,0.0,1.0,0,0.0,-0.41016515282410565,-0.3718011838367095,1.0714285714285712,-0.33708875473578026,-1.8605320799198616e-05,-0.028650993798045542,32163.63,0.4826730407239187
16,4,4.0,1.0,132602.88,1.0,1.0,0.0,5097.67,1.0,0.0,1.0,1,0.0,-0.9582774673958228,-0.7586888178670317,1.0714285714285712,-0.9653589414069946,-2.814851474199816e-05,-0.7226509746931922,5097.67,2.3270644858952223
17,3,1.0,9.0,0.0,2.0,1.0,1.0,14406.41,0.0,1.0,0.0,0,0.0,-0.7489461315675552,1.090585887202625,-0.21428571428571422,-0.8454889539940599,0.3344894185951158,-0.7794815186552844,7203.205,-0.5769164793715954
18,3,3.0,6.0,0.0,1.0,0.0,0.0,158684.81,0.0,1.0,1.0,0,0.0,0.446496684805953,-0.4743938056937175,-0.4591836734693877,0.741693661137105,3.6846500862562426,0.3091671152008064,158684.81,-0.26730310799584106
19,5,1.0,6.0,0.0,2.0,1.0,1.0,54724.03,0.0,0.0,0.0,0,0.0,-0.06262254568193161,2.2646523140576096,0.15306122448979584,-0.5259838140505758,1.270669087469373,-0.45245142530272675,27362.015,-0.054988067930573134
20,5,3.0,8.0,0.0,2.0,1.0,1.0,170886.17,0.0,0.0,1.0,0,0.0,0.7086331295385148,0.29121118483381214,-0.11904761904761908,0.5018786991051455,3.9679670371232736,0.12035113113765672,85443.085,-0.29428799318399274
21,4,2.0,8.0,0.0,2.0,1.0,0.0,138555.46,0.0,1.0,0.0,0,0.0,0.774778511466571,0.6129995440751739,-0.11904761904761908,0.40046319224427723,3.2172443163309836,-0.0638697058458256,69277.73,-0.40833731926221817
22,3,2.0,4.0,0.0,1.0,1.0,0.0,118913.53,0.0,1.0,0.0,1,0.0,0.2842918153976993,-0.41443949673190883,-0.21428571428571422,0.5000107616641875,2.7611564936010873,0.3662670661470371,118913.53,-0.07331742390743075
23,5,3.0,3.0,0.0,2.0,0.0,1.0,8487.75,0.0,0.0,1.0,0,0.0,-0.9188011371763631,-0.23575444615676408,1.0714285714285712,-0.9336226571305395,0.19705746802414187,-0.7445431859315288,4243.875,0.6243436879617145
24,6,2.0,5.0,0.0,1.0,1.0,1.0,187616.16,0.0,0.0,0.0,0,0.0,1.022935594178186,0.9931834093279476,-0.35714285714285715,0.42591379272638075,4.356439285695228,0.7501985973374012,187616.16,0.34367542456608136
25,3,1.0,3.0,0.0,2.0,0.0,1.0,124508.29,0.0,0.0,1.0,0,0.0,1.0405294885642165,1.1232209539830007,1.0714285714285712,0.38701032182679806,2.891067449759485,0.7429017918827548,62254.145,0.3784248286055407
26,5,2.0,2.0,136815.64,1.0,1.0,1.0,170041.95,1.0,0.0,1.0,0,0.0,0.9355549611486675,0.792094422747968,0.35714285714285704,0.4464270322350254,-1.8214883463068388e-07,2.0533435642641997,170041.95,1.5305012240676157
27,3,3.0,9.0,0.0,2.0,0.0,0.0,38433.35,0.0,0.0,1.0,0,0.0,-0.6373228425276768,-0.4850872372822615,-0.21428571428571422,-0.5784493702101292,0.8923976664842928,-0.656266263028151,19216.675,-0.5533938058679613
28,3,3.0,3.0,141349.43,1.0,1.0,1.0,100187.43,1.0,0.0,0.0,0,0.0,-0.04228806304899787,-0.42593586321274085,0.0,0.11883036279872633,-1.2583034435220562e-05,0.4310954422215285,100187.43,0.37040573536566546
29,2,1.0,0.0,59697.17,2.0,1.0,1.0,53483.21,0.0,0.0,1.0,0,0.0,-0.24071740011332657,-0.29482622023174854,7.499999999999999,-0.16996268486327426,-8.238411137184259e-06,1.889372044398407,26741.605,3.230548990921165
30,3,2.0,3.0,0.0,3.0,1.0,0.0,140469.38,0.0,1.0,0.0,1,0.0,0.477321730946387,-0.13858665616706523,2.1428571428571423,0.5293826390535856,3.261685753892323,0.9475314476397596,46823.12666666667,0.41584726372495845
31,3,2.0,7.0,85311.7,1.0,0.0,1.0,156731.91,0.0,0.0,1.0,0,0.0,0.7845044712126527,-0.19403293389482482,-0.5357142857142856,0.8959588855911369,1.3617581450390123e-05,0.15133253647009917,156731.91,-0.4515513217215459
32,3,3.0,9.0,110112.54,2.0,0.0,0.0,81898.81,1.0,0.0,1.0,0,0.0,-0.1780934862618188,-0.40381284296955205,-0.21428571428571422,-0.0531162995278704,-1.1770810040440309e-05,-0.4333661448753218,40949.405,-0.5726396296436619
33,3,3.0,6.0,0.0,2.0,1.0,1.0,34410.55,0.0,1.0,0.0,0,0.0,-0.6594607067383519,-0.5800187217928044,0.15306122448979584,-0.5858277393728534,0.7989877982443679,-0.601268344434612,17205.275,-0.36964201219996307
34,5,1.0,9.0,0.0,2.0,1.0,1.0,142033.07,0.0,1.0,0.0,0,0.0,1.006767103219749,1.412407718993968,-0.21428571428571422,0.2630486842711204,3.2979948114810895,-0.12498487710470674,71016.535,-0.3919427286384733
35,2,3.0,0.0,134264.04,1.0,1.0,0.0,27822.99,0.0,0.0,0.0,1,0.0,-0.7415834126193612,-0.8706135866587141,3.214285714285714,-0.6352424280172465,-2.4229388396926384e-05,0.5734614179314164,27822.99,3.914844947390518
36,2,2.0,3.0,145260.23,1.0,0.0,1.0,114066.77,0.0,1.0,1.0,0,0.0,0.5091045770259247,-0.034694837935038914,0.0,0.49757587615690085,-1.080750637177109e-05,0.6090359567060923,114066.77,0.14587112464915894
37,6,2.0,7.0,76548.6,1.0,0.0,1.0,98453.45,0.0,1.0,1.0,0,0.0,0.22469843938534767,1.3275700195878375,-0.5357142857142856,-0.21986834659075288,8.231375947758068e-07,-0.22224787714351885,98453.45,-0.0893556103871812
38,6,2.0,7.0,0.0,1.0,1.0,1.0,40812.9,0.0,0.0,1.0,0,0.0,-0.5310154861577053,1.2077714250996385,-0.5357142857142856,-0.7039050928373296,0.9476510849913807,-0.5917391181597782,40812.9,-0.027875895548137755
39,3,3.0,6.0,70349.48,2.0,0.0,1.0,178074.04,1.0,0.0,1.0,0,0.0,0.7802576348605371,-0.2912111848338116,0.15306122448979584,0.9734224934620975,2.9734545543649965e-05,0.4512129622412705,89037.02,-0.2749403396528652
40,2,2.0,4.0,0.0,1.0,1.0,0.0,70154.22,0.0,1.0,1.0,0,0.0,-0.2776475149749375,-0.6725036961762156,-0.21428571428571422,-0.04965240235500854,1.6289598339188627,-0.13382914634216364,70154.22,-0.15457756873816636
41,2,4.0,8.0,122522.32,1.0,0.0,0.0,181297.65,0.0,0.0,0.0,1,0.0,0.4581512989021808,-1.0995220735607605,-0.5952380952380952,1.5190952214348064,5.317618289878506e-06,0.17967588954341968,181297.65,-0.6114876813390575
42,3,5.0,2.0,117419.35,1.0,1.0,1.0,94153.83,0.0,0.0,0.0,0,0.0,-0.36358605688649426,-1.0999826196968523,0.35714285714285704,0.08501031351168371,-1.0422050964461068e-05,0.7561088623195533,94153.83,0.8176929360787063
43,6,3.0,2.0,131394.56,1.0,0.0,0.0,194365.76,0.0,0.0,0.0,1,0.0,0.626389059886561,0.15856151859930806,0.35714285714285704,0.49928694829168974,5.306991140572537e-06,2.469135791236066,194365.76,1.8084964563832906
44,4,5.0,5.0,155931.11,1.0,1.0,1.0,158338.39,0.0,1.0,0.0,0,0.0,0.06629272713089403,-0.8285674301599402,-0.35714285714285715,0.5438557833641223,-5.462726237831635e-06,0.4999608839801992,158338.39,0.012219570651238406
45,5,2.0,4.0,109421.13,2.0,1.0,1.0,126517.46,1.0,0.0,0.0,0,0.0,0.6210870858524512,1.309479627802707,0.6428571428571429,0.04402252622231873,-2.193305353410859e-06,0.44425620489885737,63258.73,0.495503589907719
46,6,1.0,9.0,112045.67,1.0,1.0,1.0,119708.21,1.0,0.0,0.0,1,0.0,0.8171775434982169,2.33687987829602,-0.6428571428571428,-0.0771647440703181,-4.233301935098846e-06,-0.23947150468774334,119708.21,-0.2775369984162533
47,4,2.0,9.0,137843.8,1.0,1.0,1.0,117622.8,1.0,0.0,0.0,1,0.0,0.23798912518210788,0.04918233343859926,-0.6428571428571428,0.18456093304166665,-9.22746819919224e-06,-0.2501659304547107,117622.8,-0.4828257853570593
48,3,2.0,2.0,103391.38,1.0,0.0,1.0,90878.13,1.0,0.0,1.0,0,0.0,-0.017125667391859806,-0.24686534124859266,0.35714285714285704,0.05829535815402924,-8.631530166616186e-06,0.7001139093129422,90878.13,0.796308687439039
49,5,2.0,2.0,103769.22,2.0,1.0,0.0,194099.12,1.0,0.0,0.0,0,0.0,1.1490365286130173,0.787791843080153,1.7857142857142854,0.6103176430537426,1.4391370012102207e-05,2.4645778359075305,97049.56,1.601782052866507
50,5,3.0,10.0,116363.37,2.0,1.0,0.0,198059.16,1.0,0.0,1.0,0,0.0,0.8448392987950214,-0.025591285939940946,-0.29220779220779214,0.8289595502854396,1.0480866760870086e-05,0.0699934150041861,99029.58,-0.48545021587192755
51,3,2.0,5.0,146050.97,2.0,0.0,0.0,86424.57,1.0,0.0,1.0,0,0.0,-0.013386305456534206,0.03591604612950359,0.35714285714285704,-0.055488426498376,-1.5300927941158516e-05,-0.11468804165797032,43212.285,-0.12143198334668213
52,6,2.0,5.0,0.0,2.0,0.0,0.0,116978.19,0.0,0.0,0.0,0,0.0,0.4540403677017124,1.25038434797128,0.35714285714285704,-0.05083807063944466,2.7162176812317287,0.1464543883694832,58489.095,0.24031822280768958
53,4,3.0,8.0,125561.97,1.0,0.0,0.0,164040.94,1.0,0.0,1.0,1,0.0,0.6404229069599944,-0.007765631595568037,-0.5952380952380952,0.6123753451250268,1.2946056751827004e-06,0.08134691502410892,164040.94,-0.3857650568092362
54,4,3.0,1.0,98495.72,1.0,1.0,0.0,40014.76,1.0,0.0,1.0,1,0.0,-0.6049464131543264,-0.2729989297823001,1.0714285714285712,-0.5831866806534375,-1.9607880972551664e-05,0.17266032381290608,40014.76,2.0490692535795474
55,4,3.0,1.0,125211.92,1.0,1.0,1.0,113410.49,0.0,0.0,1.0,0,0.0,0.08334640098580938,-0.2593359760752578,1.0714285714285712,0.1752265445453123,-8.009751298608843e-06,2.054604848144773,113410.49,2.14529837245805
56,4,3.0,5.0,127864.4,1.0,1.0,0.0,87107.57,0.0,0.0,1.0,0,0.0,-0.2033452192164356,-0.23029411920635354,-0.35714285714285715,-0.1526892062358733,-1.3222593515674971e-05,-0.10885042635383445,87107.57,0.00509148777134926
57,5,1.0,0.0,75888.2,1.0,0.0,0.0,45613.75,1.0,0.0,1.0,0,0.0,-0.013369479644861789,3.523553157126022,3.214285714285714,-0.6070166706104182,-1.5084546118330003e-05,1.4858094078131818,45613.75,6.587876027348929
58,3,5.0,4.0,0.0,1.0,1.0,0.0,1643.11,0.0,1.0,0.0,1,1.0,-0.984014183004,-1.3184512855172836,-0.21428571428571422,-0.9952119848835931,0.03812415775524464,-0.8365082167480209,1643.11,-0.07117899904346399
59,4,4.0,4.0,40685.92,1.0,1.0,1.0,46775.28,0.0,0.0,1.0,0,0.0,-0.61947855022474,-0.6344216479006936,-0.21428571428571422,-0.5207572519200983,-2.3464093376291142e-06,-0.37361349411107747,46775.28,0.14907876194510902
60,5,2.0,5.0,136857.0,1.0,0.0,0.0,84509.57,1.0,0.0,1.0,0,0.0,-0.00771700218767963,0.823933512289798,-0.35714285714285715,-0.2755307115867729,-1.4702784002903648e-05,-0.13105558676400267,84509.57,0.15834526968896492
61,5,1.0,9.0,152328.88,2.0,0.0,0.0,126494.82,1.0,0.0,0.0,0,0.0,0.919869022061733,1.4996297458997474,-0.21428571428571422,0.18114844578151673,-9.759167140299576e-06,-0.20466832600616092,63247.41,-0.429365163757891
62,3,2.0,1.0,56084.69,2.0,0.0,0.0,178798.13,0.0,1.0,1.0,0,0.0,1.219390070207765,0.12636800505515697,3.214285714285714,1.0786945709976066,4.4983293920028235e-05,3.731213433644002,89399.065,1.8031503942233738
63,5,4.0,8.0,78707.16,1.0,1.0,1.0,99398.36,0.0,1.0,1.0,0,0.0,-0.269020892916206,-0.6065512964109965,-0.5952380952380952,-0.07119223653482379,2.8287638435776444e-07,-0.2869874083598103,99398.36,-0.3513126562231055
64,4,1.0,4.0,109166.37,1.0,1.0,1.0,92840.67,1.0,0.0,1.0,0,0.0,0.464663226369754,1.1410998273411057,-0.21428571428571422,-0.014976212451525119,-9.293770353121986e-06,0.09885272958728704,92840.67,0.12555608844147498
65,5,2.0,6.0,169831.46,2.0,1.0,1.0,27758.36,1.0,0.0,0.0,0,0.0,-0.6791664055305471,0.7699839438994749,0.15306122448979584,-0.7757784818144448,-2.5245937785340258e-05,-0.650002407789583,13879.18,-0.016801909645452848
66,3,2.0,1.0,101633.04,1.0,1.0,0.0,110431.51,1.0,0.0,0.0,0,0.0,0.3327794218951951,0.169359289062174,1.0714285714285712,0.21980584860061642,-3.8111102211357353e-06,1.9782206347975637,110431.51,1.942148010381211
67,5,3.0,10.0,123180.01,2.0,1.0,1.0,196673.28,1.0,0.0,1.0,0,0.0,0.8744398389413738,0.1701215107680316,-0.29220779220779214,0.7238173103672183,8.032537018043676e-06,0.063532426612575,98336.64,-0.44948579770521446
68,5,2.0,5.0,150725.53,2.0,0.0,1.0,113656.85,1.0,0.0,0.0,0,0.0,0.33251508314012884,0.45550976187719294,0.35714285714285704,0.10195175839096356,-1.1531803453300082e-05,0.11806682583033455,56828.425,0.014001591371210731
69,5,1.0,8.0,98373.26,1.0,1.0,0.0,18203.0,0.0,0.0,0.0,0,0.0,-0.6400502015766533,2.565986554364216,-0.5952380952380952,-0.8407667369633198,-2.4744553102880596e-05,-0.7496397032947235,18203.0,-0.3620047805429391
70,5,4.0,2.0,133745.44,4.0,1.0,0.0,28373.86,1.0,0.0,1.0,1,0.0,-0.7943207636718626,-0.5253851445001734,4.642857142857142,-0.7661217192553296,-2.4115092651611462e-05,-0.368336700133144,7093.465,1.466348478148614
71,6,1.0,6.0,0.0,1.0,1.0,0.0,33953.87,0.0,0.0,1.0,0,0.0,-0.5158454354407992,1.9119520549088884,-0.4591836734693877,-0.7445550254925486,0.7883836373047715,-0.6046139903125781,33953.87,0.07789976290164503
72,4,2.0,0.0,163607.18,1.0,0.0,1.0,44203.55,0.0,1.0,0.0,0,0.0,-0.5060943925899191,0.2757848626101831,3.214285714285714,-0.5786310878446749,-2.2767567218423165e-05,1.4134913542094425,44203.55,5.860811573600241
73,4,1.0,5.0,157780.84,2.0,1.0,1.0,58426.81,1.0,0.0,0.0,0,0.0,-0.03937421561425283,1.2951520375088834,0.35714285714285704,-0.38712001786590516,-2.0442725579268704e-05,-0.35398548273779784,29213.405,-0.08757358966720888
74,3,2.0,9.0,0.0,2.0,0.0,1.0,145562.4,0.0,0.0,1.0,0,0.0,0.6577460273728736,-0.2559422746706056,-0.21428571428571422,0.8075969467751236,3.3799462508455154,-0.10688572264964465,72781.2,-0.6089928523310963
75,5,1.0,1.0,178718.19,2.0,1.0,0.0,22388.0,0.0,0.0,0.0,0,0.0,-0.5586320110915903,3.020830690676074,3.214285714285714,-0.8180572829391036,-2.6132398240516386e-05,-0.27930853682397266,11194.0,2.765441583008401
76,5,4.0,8.0,0.0,2.0,1.0,1.0,139161.64,0.0,0.0,1.0,0,0.0,0.0395328309482984,-0.6290867558919021,-0.11904761904761908,0.346663948261067,3.2313198840772497,-0.060415683742300746,69580.82,-0.37507293248940254
77,5,2.0,9.0,0.0,1.0,1.0,1.0,148210.64,0.0,0.0,0.0,0,0.0,0.8980480229104105,0.8219435691934338,-0.6428571428571428,0.40530923972984,3.4414386813585165,-0.09330498500423486,148210.64,-0.4389880756457414
78,5,2.0,5.0,77253.22,1.0,0.0,1.0,194239.63,0.0,1.0,1.0,0,0.0,1.410560547423485,1.1008371092141989,-0.35714285714285715,0.6523466781037469,2.9340969826174874e-05,0.8068095341433815,194239.63,0.18507558048854902
79,2,3.0,10.0,122189.66,2.0,1.0,0.0,98301.61,1.0,0.0,0.0,0,0.0,-0.014645561369455268,-0.9357586072659816,-0.29220779220779214,0.5204164454818331,-1.0360728871395487e-05,-0.3950774226769765,49150.805,-0.7595574029803901
80,5,2.0,1.0,96645.54,2.0,0.0,0.0,171413.66,0.0,0.0,0.0,0,0.0,1.065551805075055,0.5626656892847807,3.214285714285714,0.6599778079939358,1.2142355480597491e-05,3.541867774412969,85706.83,2.391217231814224
81,5,2.0,2.0,0.0,1.0,1.0,0.0,136458.19,0.0,0.0,0.0,1,0.0,0.7480022682203735,1.3144544855436178,0.35714285714285704,0.1258484691116916,3.1685454711575853,1.4792613641282557,136458.19,1.6053460943064513
82,3,2.0,3.0,0.0,2.0,0.0,0.0,26019.59,0.0,0.0,0.0,0,0.0,-0.698899032959619,-0.14981197619783848,1.0714285714285712,-0.7045355869299306,0.6041487637394259,-0.5197756804549678,13009.795,0.28754177188695473
83,3,2.0,4.0,90307.62,1.0,1.0,1.0,159235.29,0.0,0.0,0.0,0,0.0,0.9192143406178968,-0.18180713970801088,-0.21428571428571422,1.0301568978863826,1.1901345460740763e-05,0.7798241787661156,159235.29,-0.08187112336329763
84,2,3.0,4.0,0.0,2.0,1.0,0.0,1907.66,0.0,0.0,0.0,0,0.0,-0.977242358108294,-0.8448500721743829,0.6428571428571429,-0.9909593082421456,0.044267038495741845,-0.833794879479425,953.83,-0.1096706465948652
85,4,5.0,10.0,0.0,2.0,1.0,1.0,114675.75,0.0,1.0,0.0,0,1.0,-0.3695081574415788,-1.1670708870593096,-0.29220779220779214,0.12754681275287,2.6627547655932844,-0.31874099494685854,57337.875,-0.5301627357548683
86,5,1.0,3.0,121681.82,1.0,1.0,0.0,128643.35,0.0,1.0,1.0,1,0.0,1.3947805489705147,2.8761075563950285,0.0,0.09920541594524647,-4.492806966893289e-06,0.7959154585142043,128643.35,0.8408592054383458
87,5,1.0,9.0,0.0,2.0,1.0,0.0,151869.35,0.0,0.0,1.0,0,0.0,1.0740224497017892,1.3174394001881646,-0.21428571428571422,0.3385020972523574,3.5263943388677377,-0.07454234240740196,75934.675,-0.3844582416145897
88,4,3.0,4.0,0.0,3.0,1.0,0.0,93251.42,0.0,0.0,0.0,1,0.0,-0.16597064922387622,-0.3153521700113393,1.4999999999999998,-0.07748136352823604,2.1652794144874203,0.10306555621014005,31083.806666666667,0.21750835759204423
89,4,1.0,3.0,81623.67,2.0,1.0,1.0,156791.36,1.0,0.0,0.0,0,0.0,1.2935689835534434,1.0593153528311845,1.0714285714285712,0.589430508930735,1.5561934312716216e-05,1.156787904978996,78395.68,0.5334606312431285
90,4,3.0,5.0,0.0,3.0,1.0,1.0,174205.22,0.0,1.0,0.0,1,0.0,0.6233500121352817,-0.21011328214827424,1.0714285714285712,0.7346635752066955,4.045035751248192,0.6355750122907725,58068.40666666667,-0.010946698708401205
91,6,3.0,7.0,118626.55,2.0,1.0,0.0,147132.46,0.0,0.0,1.0,0,0.0,0.34161416740331146,0.30743272638899904,0.0,0.16793715430569553,-2.4150897611739214e-07,0.08979751132593357,73566.23,-0.08400954822726439
92,3,2.0,10.0,0.0,2.0,1.0,0.0,109614.57,0.0,0.0,0.0,0,0.0,0.24978802471949643,-0.23383179582211241,-0.29220779220779214,0.34411062318733726,2.5452335970195192,-0.34233627392328836,54807.285,-0.6545801823856597
93,5,1.0,8.0,0.0,2.0,1.0,1.0,172290.61,0.0,0.0,1.0,0,0.0,1.4330333023868695,1.6704141342467291,-0.11904761904761908,0.440716547631676,4.0005782918092825,0.1283536498665395,86145.305,-0.2503314820913433
94,5,3.0,4.0,0.0,2.0,0.0,1.0,85982.47,0.0,1.0,1.0,0,0.0,-0.15780092104654495,0.2159585167529473,0.6428571428571429,-0.2502368684015777,1.9964935783179358,0.028512114748942614,42991.235,0.39713604616524956
95,3,2.0,10.0,176273.95,1.0,0.0,1.0,121277.78,0.0,1.0,1.0,0,0.0,0.42147312334275694,-0.20856267713812038,-0.6818181818181818,0.5151422454470176,-1.3065643576379956e-05,-0.2879622556685165,121277.78,-0.6633282841018873
96,5,3.0,9.0,102827.44,1.0,0.0,1.0,64595.25,0.0,1.0,1.0,0,0.0,-0.3505171563212297,0.45040663254296254,-0.6428571428571428,-0.47274901919396606,-1.4454643116754713e-05,-0.522102478701412,64595.25,-0.33741289460732177
97,6,1.0,8.0,97086.4,2.0,1.0,1.0,197276.13,1.0,0.0,1.0,0,0.0,1.7850276365136386,1.9174415531057558,-0.11904761904761908,0.5597692877777273,1.814079910341569e-05,0.27072149167599974,98638.065,-0.1968708604921751
98,5,1.0,8.0,0.0,2.0,0.0,0.0,99645.04,0.0,1.0,1.0,0,0.0,0.8562686724219865,2.5866612878329365,-0.11904761904761908,-0.1035360579612287,2.3137399896530133,-0.285581822275648,49822.52,-0.32042429707691944
99,2,2.0,9.0,0.0,2.0,0.0,0.0,6534.18,0.0,0.0,1.0,0,0.0,-0.9156694128888252,-0.6172535113830401,-0.21428571428571422,-0.9132437857752498,0.15169535300538126,-0.8198519874626143,3267.09,-0.7223293701213329
100,5,2.0,6.0,0.0,1.0,1.0,1.0,161848.03,0.0,0.0,0.0,0,0.0,0.6588902739528072,0.095614339020435,-0.4591836734693877,0.5664442153797115,3.7581004102628786,0.3323409217044858,161848.03,-0.14816229414626625
101,4,3.0,6.0,0.0,2.0,0.0,0.0,167162.43,0.0,0.0,0.0,0,0.0,0.5579560967823316,-0.29694716271690197,0.15306122448979584,0.7286018851096194,3.8815013757034316,0.3712743115044852,83581.215,-0.2123150400652681
102,5,2.0,9.0,82674.15,1.0,1.0,0.0,41970.72,0.0,0.0,1.0,0,0.0,-0.44105173063610187,1.238868743738164,-0.6428571428571428,-0.6463214078569919,-1.7253280770708487e-05,-0.6381258777440594,41970.72,-0.3748353297267395
103,3,2.0,7.0,0.0,2.0,1.0,0.0,60536.56,0.0,1.0,1.0,0,0.0,-0.30717930637677515,-0.216143412743318,0.0,-0.27060007132551916,1.4056366875092978,-0.4653052168388721,30268.28,-0.4582338994214419
104,5,5.0,1.0,0.0,1.0,1.0,1.0,177655.68,0.0,1.0,0.0,1,1.0,0.12244915695247809,-0.9100722873729478,1.0714285714285712,0.7080491613350083,4.125155820346117,3.7019198014146752,177655.68,2.4179475426138084
105,4,3.0,4.0,107073.27,2.0,1.0,1.0,30984.59,0.0,1.0,0.0,1,0.0,-0.7189949344176927,-0.39841066446828716,0.6428571428571429,-0.6922054207817523,-2.232184765181164e-05,-0.5355695238742366,15492.295,0.16618616085684293
106,3,2.0,1.0,88938.62,1.0,1.0,1.0,10054.53,1.0,0.0,1.0,0,0.0,-0.8658171958303408,0.3443572260659825,1.0714285714285712,-0.9037855744349936,-2.641615269662796e-05,-0.59555181599718,10054.53,1.9474940725411278
107,6,2.0,2.0,99806.85,1.0,0.0,1.0,36976.52,1.0,0.0,0.0,0,0.0,-0.5745530772228506,0.9203352000692283,0.35714285714285704,-0.7098309480196265,-2.0438642600200404e-05,-0.2212824697604436,36976.52,1.6338584258260078
108,4,2.0,5.0,150092.8,1.0,0.0,0.0,71862.79,0.0,1.0,1.0,0,0.0,-0.10450203736114529,0.3675732288569001,-0.35714285714285715,-0.2437522187200634,-1.7923700222612303e-05,-0.2391478802867539,71862.79,-0.0857915689472367
109,2,2.0,9.0,92833.89,1.0,1.0,0.0,99449.86,1.0,0.0,1.0,1,0.0,0.16667889417390905,-0.3723065662103894,-0.6428571428571428,0.3339124642758101,-4.166495343323878e-06,-0.34336062972130715,99449.86,-0.6517613496104309
